autonomousCommunityRank,competition,eligible,latentSkill,nationalRank,opposition,playerId,position,provinceCode,provinceRank,quality,ratingV2,risk,score,uniqueOpponents,validChallenges
499,179.5,true,70.07,6471,111.21,player-04905,MC,36,118,270.48,73.86,4.92,561.19,12,23
539,199.01,true,68.02,7067,111.43,player-04906,DEL,36,136,240.21,69.76,4.49,550.65,13,23
356,197.11,true,79.07,4517,111.87,player-04907,DEF,36,68,285.35,85.26,5.14,594.33,12,24
675,193.24,true,64.25,9048,110.25,player-04908,MC,36,198,170.87,51.71,3.67,474.36,11,17
405,185.53,true,81.74,5137,113.55,player-04909,DEL,36,85,285.27,85.89,3.64,584.35,13,20
350,191.75,true,80.28,4406,114.01,player-04910,DEF,36,66,290.11,78.53,3.78,595.87,14,22
,248.41,false,88.5,,111.48,player-04911,POR,46,,301.44,95.65,2.29,661.33,10,10
,241.93,false,86.63,,115.1,player-04912,DEF,46,,289,87.72,1.65,646.03,12,13
,268.17,false,74.49,,109.66,player-04913,DEF,46,,253.19,89.92,1.64,631.03,9,9
,236.19,false,83.25,,113.56,player-04914,MC,46,,229.92,80.68,1.05,579.67,11,12
,241.86,false,88.15,,114.9,player-04915,MC,46,,278.69,86.57,1.7,635.45,11,12
,221.39,false,86.12,,111.52,player-04916,DEL,46,,243.6,80.57,0.22,576.51,10,10
,206.69,false,93.77,,103.22,player-04917,DEF,46,,279,93.45,2.54,588.91,7,7
,261.76,false,70.27,,111.27,player-04918,MC,46,,224.76,74.21,1.05,597.79,10,11
,260.52,false,75.26,,113.87,player-04919,DEL,46,,239.15,74.7,0.14,613.53,10,10
,259.85,false,82.96,,114.22,player-04920,DEF,46,,271.2,83.49,1.36,645.27,11,12
557,238.3,true,62.87,5600,116.53,player-04921,POR,03,227,222.13,62.3,2.88,576.95,23,29
658,256.38,true,55.14,6573,117.38,player-04922,DEF,03,265,185.57,54.71,3.47,559.32,24,36
206,252.34,true,67.98,2120,115.17,player-04923,DEF,03,84,268.67,77.33,2.4,636.18,24,31
411,263.5,true,65.04,4146,115.46,player-04924,MC,03,168,221.34,65.43,4.63,600.29,19,31
512,242.25,true,64.9,5143,117.15,player-04925,MC,03,216,224.88,65.42,4.11,584.29,23,35
437,252.21,true,60.97,4329,117.37,player-04926,DEL,03,181,227.64,61.62,3,597.23,25,35
757,248.23,true,60.74,7502,117.3,player-04927,DEF,03,300,176.3,50.41,4.23,541.84,22,34
257,248.43,true,70.16,2715,118.13,player-04928,MC,03,105,257.82,77.89,4.11,624.38,23,35
481,208.13,true,83.04,4835,116.14,player-04929,DEL,03,203,265.11,77.88,4.4,589.38,22,35
541,242.85,true,63.8,5430,119.9,player-04930,DEF,03,224,216.85,65.57,3.26,579.6,22,32
,220.2,false,56.31,,123.45,player-04931,POR,45,,225.82,69.32,2.36,569.47,14,18
555,212.72,true,42.86,8882,123.3,player-04932,DEF,45,181,152.32,42.85,2.25,488.34,15,19
538,227.46,true,45.33,8731,125.65,player-04933,DEF,45,178,145.68,45.7,2.52,498.79,16,21
151,222.97,true,71.79,2515,123.79,player-04934,MC,45,79,281.82,81.23,3.32,628.57,15,22
568,199.39,true,41.6,9155,121.37,player-04935,MC,45,184,134.18,39.85,2.92,454.94,13,18
549,198.13,true,46.75,8811,124.31,player-04936,DEL,45,180,170.97,46.46,2.64,493.41,15,20
358,213.93,true,69.48,5728,124.36,player-04937,DEF,45,139,236.35,66.19,3,574.64,15,21
563,219.33,true,39.45,9012,121.12,player-04938,MC,45,183,136.52,39.13,2.64,476.97,12,16
256,221.1,true,65.53,4160,124.56,player-04939,DEL,45,110,254.42,68.87,2.52,600.08,16,21
522,215.53,true,51.13,8461,122.9,player-04940,DEF,45,176,173.86,49.97,3.14,512.29,14,20
397,218.71,true,79.22,4548,116.34,player-04941,POR,47,50,258.83,79.28,4.03,593.88,11,18
,214.11,false,60.75,,108.21,player-04942,DEF,47,,234.43,74.58,3.99,556.75,8,13
545,217.81,true,76.25,6120,116.37,player-04943,DEF,47,70,233.62,69.09,3.26,567.8,11,16
617,234.62,true,57.14,6844,113.44,player-04944,MC,47,81,206.56,64.03,4.14,554.62,9,15
749,200.25,true,64.07,8251,112.92,player-04945,MC,47,100,207.44,65.07,4.14,520.62,9,15
750,207.48,true,67.08,8292,114.95,player-04946,DEL,47,101,196.49,60.54,4.26,518.92,10,17
523,220.73,true,69.34,5826,116.35,player-04947,DEF,47,65,236.12,73.27,3.67,573.2,11,17
,254.23,false,68.78,,110.63,player-04948,MC,47,,214.97,68.03,2.87,579.82,8,11
,231.17,false,54.53,,112.45,player-04949,DEL,47,,126.24,43.02,1.96,469.86,9,11
,210.75,false,67.82,,114.42,player-04950,DEF,47,,202.48,60.84,3,527.65,10,14
41,243.32,true,80.07,1670,112.86,player-04951,POR,39,41,288.75,88.31,4.26,644.92,11,18
137,271.46,true,60.48,5662,113.67,player-04952,DEF,39,137,190.77,54.55,4.14,575.89,12,20
9,290.7,true,70.95,654,114.12,player-04953,DEF,39,9,268.49,76.33,3.82,673.3,12,19
40,242.88,true,80.25,1650,115.13,player-04954,MC,39,40,287.44,83.78,3.64,645.45,13,20
7,253.4,true,86.61,565,113.91,player-04955,MC,39,7,309.35,86.55,3.65,676.67,12,18
26,271.75,true,79.79,1055,114.98,player-04956,DEL,39,26,273.2,79.76,2.92,659.93,13,18
122,267.81,true,62.92,5060,114.2,player-04957,DEF,39,122,203.58,58.34,4.64,585.59,11,20
55,259.18,true,80.32,2331,113.11,player-04958,MC,39,55,259.67,75.08,4.92,631.95,12,23
94,243.42,true,72.04,3778,114.02,player-04959,DEL,39,94,249.09,71.67,4.03,606.53,11,18
45,248.91,true,77.71,1852,113.58,player-04960,DEF,39,45,278.85,82.71,4.39,641.35,11,19
383,230.22,true,70.73,4453,110.39,player-04961,POR,09,31,254.56,77.55,4.43,595.17,12,21
79,233.59,true,82.66,1220,115.59,player-04962,DEF,09,6,306.18,91.74,4.14,655.35,15,25
228,280.54,true,68.58,2999,116.73,player-04963,DEF,09,19,222.13,65.92,3.47,619.4,16,24
351,238.44,true,67.52,4110,115.04,player-04964,MC,09,26,247.34,74.84,3,600.82,15,21
28,222.32,true,92.77,452,115.1,player-04965,MC,09,1,344.5,93.89,3.47,681.91,16,24
220,214.56,true,78.73,2874,116.09,player-04966,DEL,09,18,291.04,82.13,3.32,621.69,15,22
106,259.83,true,75.25,1582,115.55,player-04967,DEF,09,8,271.47,80.69,3.62,646.85,15,23
150,225.25,true,85.29,2151,114.87,player-04968,MC,09,13,295.39,83.03,3.89,635.51,15,24
142,214.98,true,85.76,1992,113.4,player-04969,DEL,09,12,310.43,84.03,4.31,638.81,14,24
726,200.53,true,67.1,8042,111.01,player-04970,DEF,09,69,214.97,60.89,4.69,526.51,12,22
176,243.82,true,64.16,3127,116.27,player-04971,POR,20,32,257.12,74.51,3.47,617.2,18,27
,259.59,false,59.97,,114.06,player-04972,DEF,20,,162.92,53.65,3.93,536.57,18,29
170,243.41,true,76.16,2948,117.47,player-04973,DEF,20,31,259.26,76.61,3.34,620.14,17,25
249,277.94,true,55.93,4067,113.88,player-04974,MC,20,48,209.85,62.42,3.93,601.67,18,29
333,255.13,true,54.98,5291,114.53,player-04975,MC,20,71,212.01,62.34,3.93,581.67,18,29
194,272.94,true,68.5,3405,115.16,player-04976,DEL,20,37,224.53,65.69,3.84,612.64,17,27
423,253.89,true,66.56,6417,115.77,player-04977,DEF,20,96,192.51,55.15,2.83,562.17,19,26
193,268.05,true,68.89,3387,113.93,player-04978,MC,20,36,230.91,66.88,3.22,612.89,18,26
70,277.35,true,75.16,1383,116.07,player-04979,DEL,20,16,257.96,78.15,3.84,651.39,17,27
64,273.94,true,76.61,1284,113.35,player-04980,DEF,20,14,266.38,73.75,4.28,653.67,17,29
660,211.16,true,45.63,8816,119.03,player-04981,POR,27,124,162.95,47.63,3.67,493.14,11,17
,210.57,false,63.25,,114.92,player-04982,DEF,27,,224.73,69.03,3.71,550.22,9,14
655,233.51,true,55.1,8697,114.66,player-04983,DEF,27,123,152.36,46.04,4.85,500.53,9,17
,225.06,false,63.32,,115.75,player-04984,MC,27,,182.39,60.52,2.45,523.2,10,13
604,221.02,true,56.54,8083,118.21,player-04985,MC,27,119,186.42,55.59,4.03,525.65,11,18
616,233.95,true,48.51,8234,115.84,player-04986,DEL,27,120,171.18,49.13,3.47,520.98,10,15
672,222.56,true,59.35,9042,116.07,player-04987,DEF,27,126,136.1,44.81,3.47,474.72,10,15
529,224.84,true,61.08,6914,118.38,player-04988,MC,27,107,209.82,58.52,4.03,553.05,11,18
,220.38,false,65.54,,110.27,player-04989,DEL,27,,182.78,55.92,4.43,513.44,8,14
546,218.65,true,67.33,7174,110.09,player-04990,DEF,27,110,219.97,69.55,4.81,548.71,8,15
123,247.35,true,77,1163,118.53,player-04991,POR,43,29,291.06,79.25,4.88,656.94,20,38
285,278.17,true,64.88,2662,120.3,player-04992,DEF,43,56,227.16,62.74,5.39,625.63,19,36
336,261.83,true,66.31,3191,119.51,player-04993,DEF,43,72,234.85,66.29,4.73,616.19,20,37
551,265.4,true,70.45,5015,118.41,player-04994,MC,43,135,202.49,61.66,5.28,586.29,17,35
198,258.25,true,76.6,1890,118.73,player-04995,MC,43,43,263.66,72.74,4.86,640.64,19,36
574,233.9,true,71.71,5212,115.05,player-04996,DEL,43,139,234.05,69.75,4.63,582.99,18,29
440,244.09,true,68.46,4134,120.19,player-04997,DEF,43,106,236.16,67.2,4.56,600.44,22,36
643,266.93,true,53.09,5898,119.15,player-04998,MC,43,163,185.84,50.12,4.2,571.92,19,32
325,305.76,true,54.53,3103,116.23,player-04999,DEL,43,69,195.55,56.36,5.72,617.54,17,34
480,265.5,true,61.42,4497,119.04,player-05000,DEF,43,119,210.05,57.35,5.74,594.59,20,41
253,266.47,true,62.41,3188,114.17,player-05001,POR,24,15,235.59,67.35,6.58,616.23,12,22
577,242.11,true,65.18,6395,108.72,player-05002,DEF,24,60,211.81,62.81,7.03,562.63,11,22
290,225.06,true,69.58,3487,113.98,player-05003,DEF,24,21,272.28,80.37,6.58,611.33,12,22
636,215.92,true,65.56,7006,114.34,player-05004,MC,24,74,221.45,65.97,7.42,551.72,13,24
717,243.69,true,59.19,7880,112.22,player-05005,MC,24,84,175.5,51.77,7.16,531.41,11,23
610,257.29,true,61.16,6749,114.16,player-05006,DEL,24,67,184.81,53.06,6.58,556.26,12,22
597,247.09,true,58.94,6641,114.64,player-05007,DEF,24,64,196.44,56.8,4.88,558.17,12,19
366,247.91,true,72.19,4333,111.61,player-05008,MC,24,31,237.68,70.42,6.07,597.2,11,17
767,239.88,true,47.52,8473,114.73,player-05009,DEL,24,87,157.14,45.53,7.07,511.75,13,22
444,284.35,true,62.6,5029,114.39,player-05010,DEF,24,43,187.38,56.32,5.8,586.12,11,21
170,249.46,true,62.6,4947,117.57,player-05011,POR,50,93,220.29,67.6,4.43,587.32,20,35
196,267.72,true,68.97,5824,118.15,player-05012,DEF,50,106,187.35,60.13,4.35,573.21,22,38
224,207.24,true,72.08,6559,119.6,player-05013,DEF,50,118,232.71,69.8,4.33,559.55,18,31
20,275.52,true,76.69,826,119.1,player-05014,MC,50,15,272.56,75.32,4.31,667.19,21,36
10,242.71,true,75.04,362,116.51,player-05015,MC,50,8,327.36,99,5.28,686.58,18,37
112,278.64,true,64.7,3119,117.68,player-05016,DEL,50,61,221.01,63.58,4.61,617.33,21,38
160,263.12,true,60.09,4490,117.16,player-05017,DEF,50,90,214.37,62.41,4.2,594.65,19,32
185,252.13,true,72.27,5519,117.74,player-05018,MC,50,102,208.53,62.23,3.14,578.39,21,30
46,253.63,true,81.93,1404,120.08,player-05019,DEL,50,31,276.89,80.27,3.93,650.6,18,29
126,242.6,true,72.51,3572,121.18,player-05020,DEF,50,68,245.86,69.96,4.55,609.64,19,34
704,262.18,true,76.64,2764,121.03,player-05021,POR,11,151,240.01,70.34,1.39,623.23,14,16
110,291.93,true,80.56,318,120.06,player-05022,DEF,11,16,277.3,81.73,2.26,689.29,12,15
,243.86,false,75.19,,117.76,player-05023,DEF,11,,228.53,69.5,1.68,590.15,11,13
,281.19,false,85.96,,118.73,player-05024,MC,11,,286.8,83.99,1.9,686.72,12,14
191,263.94,true,74.82,591,119.46,player-05025,MC,11,36,292.46,90.9,3.24,675.86,12,16
89,240.54,true,97.64,249,121.49,player-05026,DEL,11,12,331.89,97.04,2.61,693.92,14,17
421,237.3,true,98,1513,121.33,player-05027,DEF,11,90,289.44,88.91,2.09,648.07,13,15
,245.01,false,84.54,,117.57,player-05028,MC,11,,236.39,74.94,1.05,598.98,10,11
701,256.16,true,76.06,2753,121.19,player-05029,DEL,11,150,246.16,73.84,2.01,623.5,13,16
324,257.82,true,84.8,1114,122.97,player-05030,DEF,11,69,277.4,79.68,1.81,658.19,15,18
507,169.6,true,79.38,8569,121.16,player-05031,POR,35,381,216.81,67.39,2.14,507.56,20,25
248,210.75,true,69.87,4149,119.85,player-05032,DEF,35,185,269.63,78.68,2.14,600.23,16,20
128,194.02,true,83.83,2097,122.04,player-05033,DEF,35,102,320.57,89.7,1.64,636.63,17,20
143,188.16,true,92.46,2308,120.45,player-05034,MC,35,112,323.65,91.11,2.94,632.26,18,25
333,174.24,true,78.28,5597,119.89,player-05035,MC,35,243,282.88,78.27,2.64,577.01,18,24
307,176.59,true,69.29,5217,119.43,player-05036,DEL,35,225,286.92,82.67,3.06,582.95,17,24
78,195.87,true,96.9,1343,120.94,player-05037,DEF,35,64,335.49,99,1.96,652.31,18,22
360,167.26,true,78.77,6094,121.74,player-05038,MC,35,266,279.25,82.22,2.14,568.24,20,25
337,168.14,true,73.31,5668,122.11,player-05039,DEL,35,247,285.61,79.82,1.57,575.85,18,21
363,201.5,true,77.07,6110,120.98,player-05040,DEF,35,269,245.55,73.97,2.45,568.03,20,26
210,177.44,true,88.82,2637,119.28,player-05041,POR,27,51,329.41,90.55,4.23,626.13,13,22
647,167.76,true,71.19,8617,117.76,player-05042,DEF,27,122,219.21,68.43,4.69,504.73,12,22
328,162.28,true,83.91,4173,120.1,player-05043,DEF,27,77,317.5,88.3,4.43,599.89,12,21
570,168.7,true,70.53,7499,118.24,player-05044,MC,27,113,254.96,79.34,4.14,541.9,12,20
188,172.24,true,96.84,2410,117.9,player-05045,MC,27,46,340.39,98.21,4.92,630.53,12,23
371,170.8,true,82.88,4720,117.4,player-05046,DEL,27,82,302.83,83.17,4.23,591.03,13,22
480,159.72,true,81.4,6225,117.67,player-05047,DEF,27,101,288.5,79.05,2.92,565.88,13,18
667,144.8,true,85.17,8887,112.56,player-05048,MC,27,125,230.76,74.45,4.85,488.12,9,17
491,147.03,true,90.74,6337,113.83,player-05049,DEL,27,103,303.03,94.14,5.64,563.89,9,20
638,149.44,true,77.91,8540,116.72,player-05050,DEF,27,121,242.65,73.05,4.03,508.81,11,18
380,247.59,true,67.46,4857,116.39,player-05051,POR,36,78,225,64.58,1.81,588.98,15,18
45,250.81,true,90.08,561,116.04,player-05052,DEF,36,8,309.96,92.22,2.7,676.81,14,18
,243.93,false,67.04,,112.55,player-05053,DEF,36,,209.84,62.99,3,566.33,10,14
344,233.01,true,71.74,4366,114.93,player-05054,MC,36,63,248.72,68.78,2.49,596.66,13,17
206,229.8,true,81.41,2579,114.36,player-05055,MC,36,31,283.17,80.38,2.51,627.33,13,17
506,243.96,true,68.16,6540,116.33,player-05056,DEL,36,121,199.59,62.11,1.39,559.88,14,16
149,260.99,true,75.08,1851,115.53,player-05057,DEF,36,22,264.86,77.04,2.64,641.38,12,16
321,283.66,true,69.3,3980,112.11,player-05058,MC,36,57,207.65,65.95,2.64,603.42,12,16
263,264.45,true,64.29,3228,111.12,player-05059,DEL,36,39,240.02,73.78,2.81,615.59,11,15
307,236.24,true,78.54,3822,116.2,player-05060,DEF,36,51,253.41,75.87,2.77,605.84,14,19
,248.54,false,68.46,,111.61,player-05061,POR,26,,223.35,69.2,3.71,583.5,9,14
49,269.75,true,76.73,1782,117.78,player-05062,DEF,26,49,255.23,79.87,2.81,642.76,11,15
23,267.52,true,77.51,982,116.2,player-05063,DEF,26,23,278.47,77.77,3.67,662.19,11,17
85,261.98,true,86.01,3507,114.7,player-05064,MC,26,85,234.37,73.2,3.47,611.04,10,15
,249.2,false,85.39,,113.67,player-05065,MC,26,,242.15,77.13,3,605.02,10,14
,281.69,false,68.3,,115.3,player-05066,DEL,26,,241.03,76.67,3,638.02,10,14
108,261.78,true,74.72,4256,117.35,player-05067,DEF,26,108,219.33,69.73,3.47,598.45,12,18
,256.89,false,77,,116.24,player-05068,MC,26,,255.56,79.67,1.57,628.69,12,14
,252.28,false,65.82,,115.69,player-05069,DEL,26,,213.24,62.99,2.28,581.2,11,14
,279.89,false,87.6,,111.29,player-05070,DEF,26,,263.24,93.67,4.98,654.42,8,12
1187,253.66,true,64.09,5313,122.9,player-05071,POR,41,235,204.79,64.21,2.75,581.36,17,23
816,246.73,true,69.75,3336,122.05,player-05072,DEF,41,154,245.08,66.34,4.28,613.86,18,24
420,247.02,true,66.32,1512,123.79,player-05073,DEF,41,76,277.29,82.08,3.69,648.09,18,25
1746,255.82,true,37.88,8277,122.95,player-05074,MC,41,354,141.01,38.94,4.89,519.78,15,21
847,240.85,true,65.1,3484,123.79,player-05075,MC,41,166,246.76,68.25,3.69,611.4,18,25
1512,275.47,true,46.5,6997,124.5,player-05076,DEL,41,308,151.91,46.05,3.9,551.88,15,21
1472,244.65,true,47.12,6785,121.67,player-05077,DEF,41,293,189.34,55.73,3.42,555.66,16,21
897,236.79,true,70.05,3790,119.53,player-05078,MC,41,179,250.04,68.82,4.53,606.36,12,18
1679,236.21,true,55.87,7931,123.48,player-05079,DEL,41,336,170.07,51.4,4.26,529.76,16,24
892,266.94,true,59.24,3755,119.11,player-05080,DEF,41,178,220.82,65.6,3.64,606.87,13,20
118,210.25,true,65.06,6757,116.55,player-05081,POR,31,118,229.35,63.06,3.95,556.15,13,21
127,222.67,true,61.78,7084,115.97,player-05082,DEF,31,127,211.73,61.28,3.08,550.37,12,17
170,202.04,true,57.33,8859,116.69,player-05083,DEF,31,170,171.47,50.85,3.82,490.19,12,19
86,234.65,true,65.98,5259,117.52,player-05084,MC,31,86,230.13,65.94,3.64,582.29,13,20
155,218.18,true,58.56,8393,116.2,player-05085,MC,31,155,180.76,52.96,2.77,515.14,14,19
128,211.44,true,63.91,7122,117.64,player-05086,DEL,31,128,220.67,65.66,3.3,549.75,13,19
107,195.15,true,75.74,6015,118.12,player-05087,DEF,31,107,256.35,73.05,3.14,569.63,14,20
139,218.04,true,52.05,7645,115.16,player-05088,MC,31,139,204.88,55.9,4.23,538.08,13,22
147,225.65,true,57.16,8073,116.69,player-05089,DEL,31,147,183.48,54.9,3.64,525.82,13,20
151,205.09,true,56.79,8274,119.65,player-05090,DEF,31,151,195.16,61.92,3,519.9,15,21
197,251.48,true,67.79,2003,119.31,player-05091,POR,03,79,267.75,78.46,2.25,638.54,15,19
657,254.43,true,49.61,6568,116.94,player-05092,DEF,03,264,188.05,53.79,1.81,559.42,15,18
678,264.47,true,51.32,6786,119.69,player-05093,DEF,03,272,171.51,49.79,1.72,555.66,16,19
739,244.74,true,54.3,7296,117.5,player-05094,MC,03,295,184.07,51.42,2.01,546.31,13,16
742,236.02,true,58.64,7321,114.83,player-05095,MC,03,296,194.94,57.16,2.14,545.79,12,15
718,256.07,true,49.15,7152,117.07,player-05096,DEL,03,290,176.13,49.12,2.77,549.27,14,19
629,234.9,true,51.98,6290,118.3,player-05097,DEF,03,252,211.46,62.29,2.92,564.66,13,18
,288.98,false,58.66,,111.48,player-05098,MC,03,,212.67,63.14,1.68,613.13,11,13
194,269.17,true,65.11,1959,117.21,player-05099,DEL,03,77,253.1,73.39,2.36,639.49,14,18
159,293.76,true,61.29,1666,115.47,player-05100,DEF,03,64,235.87,68.24,2.14,645.11,12,15
417,211.99,true,91.67,5316,118.1,player-05101,POR,15,118,251.2,77.76,7.83,581.28,14,26
91,190.63,true,98,1098,115.99,player-05102,DEF,15,31,351.9,97.55,6.53,658.52,14,27
159,210.91,true,98,2011,117.77,player-05103,DEF,15,56,309.74,99,7.59,638.42,13,27
172,197.32,true,88.23,2236,116.41,player-05104,MC,15,58,319.94,95.09,8.91,633.66,14,23
82,232.89,true,78.77,1022,116.87,player-05105,MC,15,28,311.26,92.3,7.26,661.02,13,25
146,213.64,true,92.04,1793,117.03,player-05106,DEL,15,50,311.75,89.76,9.31,642.43,15,28
20,246.59,true,98,215,116.97,player-05107,DEF,15,6,333.17,99,8.21,696.73,13,26
140,217.5,true,88.34,1706,119.36,player-05108,MC,15,48,307.29,88.23,6.11,644.14,14,25
26,232.16,true,98,286,118.72,player-05109,DEL,15,9,340.37,99,4.31,691.26,14,24
37,216.23,true,95.47,386,116.64,player-05110,DEF,15,14,352.07,99,9.4,684.95,14,26
151,237.84,true,85.37,456,122.1,player-05111,POR,41,23,321.75,88.83,2.06,681.69,21,26
,268.07,false,77.01,,121.69,player-05112,DEF,41,,233.81,74.74,1.62,623.57,23,27
1011,226.39,true,82.8,4424,125.31,player-05113,DEF,41,199,243.88,69.64,1.01,595.58,21,23
1041,236.57,true,56.65,4588,122.89,player-05114,MC,41,206,233.7,67.24,1.81,593.16,25,30
766,240.06,true,74.77,3076,122.15,player-05115,MC,41,143,255.83,73.61,1.68,618.04,22,26
1336,219.44,true,64.95,6095,123.5,player-05116,DEL,41,260,225.3,62.44,1.96,568.24,27,33
807,238.36,true,83.55,3306,125.9,player-05117,DEF,41,152,250.06,73.24,1.96,614.32,18,22
539,231.46,true,79.91,2058,123.5,player-05118,MC,41,102,282.48,80.25,1.93,637.45,23,28
710,252.08,true,74.99,2820,123.42,player-05119,DEL,41,131,246.93,73.14,1.93,622.43,23,28
392,237.64,true,85.02,1401,123.18,player-05120,DEF,41,70,289.82,84.2,1.25,650.63,24,27
130,236.18,true,77.03,2196,121.73,player-05121,POR,02,28,276.52,82.32,2.14,634.43,16,20
37,233.42,true,83.45,650,122.3,player-05122,DEF,02,9,317.64,93.6,2.04,673.36,17,21
69,211.15,true,91.75,1120,118.94,player-05123,DEF,02,17,327.81,94.98,3,657.9,15,21
39,221.65,true,89.96,681,118.5,player-05124,MC,02,10,332.34,95.09,3.33,672.48,13,18
28,250.53,true,84.58,461,121.24,player-05125,MC,02,8,309.66,83.92,2.64,681.44,15,20
315,242.79,true,69.59,5120,120.55,player-05126,DEL,02,75,221.33,66.37,3,584.66,15,21
279,245.2,true,74.44,4468,118.46,player-05127,DEF,02,61,231.33,66.42,2.92,595,13,18
176,240.07,true,84.01,2900,120,player-05128,MC,02,36,261.01,81.27,2.64,621.08,15,20
290,223.15,true,84.9,4555,116.75,player-05129,DEL,02,65,253.81,78.61,3.08,593.71,12,17
14,229.73,true,98,269,122.11,player-05130,DEF,02,3,340.82,97.02,2.04,692.67,17,21
91,269.66,true,81.43,3723,119.97,player-05131,POR,26,91,217.65,65.88,3.47,607.28,16,24
14,248.83,true,85.07,571,115.93,player-05132,DEF,26,14,311.76,85.24,5.14,676.52,11,22
52,295.47,true,68.75,1904,122.09,player-05133,DEF,26,52,222.9,63.85,3.78,640.45,14,22
97,269.31,true,71,3987,121.54,player-05134,MC,26,97,212.43,62.06,3,603.29,15,21
21,302.74,true,68,861,123.39,player-05135,MC,26,21,239.79,66.61,2.41,665.92,17,22
33,268.72,true,80.46,1307,122.63,player-05136,DEL,26,33,261.88,80.14,3.18,653.23,16,23
82,272.08,true,64.52,3356,120.64,player-05137,DEF,26,82,220.73,62.01,3.78,613.44,14,22
84,257.06,true,66.76,3380,119.84,player-05138,MC,26,84,236.16,68.25,3.84,613.06,17,27
1,254.13,true,81.87,129,121.25,player-05139,DEL,26,1,330.64,98.26,3,706.03,15,21
113,258.31,true,65.8,4392,120.3,player-05140,DEF,26,113,217.55,65.08,3.47,596.15,14,21
185,200.5,true,78.87,1757,119.54,player-05141,POR,43,42,323.37,95.71,3.23,643.4,20,26
899,173.05,true,67.6,8358,120.15,player-05142,DEF,43,239,222.89,68.36,3.04,516.09,19,24
397,220.88,true,80.06,3730,118.23,player-05143,DEF,43,93,268.09,74.42,4.6,607.21,19,27
626,223.43,true,59.81,5756,116.66,player-05144,MC,43,157,234.18,70.85,3.74,574.28,16,25
914,184.98,true,53.97,8509,120.91,player-05145,MC,43,242,204.55,56.18,2.64,510.43,18,24
312,232.91,true,67.23,3015,120.27,player-05146,DEL,43,66,265.88,75.29,2.54,619.07,19,25
705,183.37,true,70.04,6459,119.18,player-05147,DEF,43,183,258.86,72.85,4.6,561.41,19,27
782,235.68,true,56.57,7229,120.43,player-05148,MC,43,207,191.48,57.44,3.42,547.59,16,21
662,194.08,true,68.25,6037,120.53,player-05149,DEL,43,168,254.64,73.37,3.05,569.25,21,27
786,167.21,true,79.24,7256,120.41,player-05150,DEF,43,209,259.52,73.59,3.72,547.14,20,28
264,211.72,true,77.08,3236,117.71,player-05151,POR,49,26,286.04,79.29,4.72,615.47,13,24
237,200.47,true,74.32,3107,119.99,player-05152,DEF,49,24,297.03,87.6,5.14,617.49,14,28
126,229.28,true,83.24,1843,114.9,player-05153,DEF,49,10,297.3,82.5,4.9,641.48,11,21
552,212.7,true,67.15,6154,119.18,player-05154,MC,49,54,235.27,65.05,5.5,567.15,13,28
459,209.81,true,71.15,5199,118.87,player-05155,MC,49,45,254.72,72.36,4.31,583.4,14,24
586,219.01,true,66.69,6523,117.91,player-05156,DEL,49,58,223.39,69.21,4.49,560.31,13,23
621,199.46,true,71.17,6875,118.55,player-05157,DEF,49,60,235.84,67.31,4.54,553.85,14,25
718,180.32,true,78.69,7887,117.67,player-05158,MC,49,68,233.14,68.26,4.49,531.13,13,23
422,231.77,true,68.47,4805,115.8,player-05159,DEL,49,41,242.28,67.28,5.14,589.85,12,24
642,201.84,true,66.6,7075,116.73,player-05160,DEF,49,63,232.01,64.81,4.9,550.59,11,21
22,259.86,true,73.35,2024,113.5,player-05161,POR,07,22,264.87,79.88,4.09,638.23,11,15
46,239.52,true,70.23,3690,115.77,player-05162,DEF,07,46,252.47,71.46,3.62,607.76,13,17
,239.8,false,60.5,,112,player-05163,DEF,07,,201.74,60.44,3,553.54,10,14
146,190.77,true,65.87,8512,110.05,player-05164,MC,07,146,209.42,61.55,5.38,510.24,10,17
86,210.57,true,77.53,5572,116.4,player-05165,MC,07,86,250.45,73.44,4.63,577.42,14,22
120,197.35,true,76.33,7143,112.43,player-05166,DEL,07,120,239.65,72.79,3.89,549.43,10,16
,233.37,false,87.11,,112.84,player-05167,DEF,07,,283.01,86.11,2.79,629.22,11,14
99,217.93,true,71.85,6265,114.94,player-05168,MC,07,99,232.35,68.99,4.82,565.23,12,19
,191.97,false,73.52,,108.78,player-05169,DEL,07,,254.61,83.77,2.42,555.36,9,11
77,257.05,true,68.73,5108,116.2,player-05170,DEF,07,77,211.57,63.68,3.62,584.82,13,17
55,208.68,true,95.85,683,116.68,player-05171,POR,27,16,347.01,97.75,3.14,672.37,14,20
429,222.58,true,72.81,5495,115.83,player-05172,DEF,27,96,240.27,67.79,3.74,578.69,16,25
161,194.51,true,92.58,2036,118.01,player-05173,DEF,27,37,325.43,91.45,3,637.95,15,21
588,196.81,true,70.17,7784,117.67,player-05174,MC,27,115,219.92,62.28,2.87,534.4,16,22
85,216.7,true,84.35,1049,119.27,player-05175,MC,27,23,324.1,95.27,2.41,660.07,17,22
425,185.48,true,76.48,5438,115.85,player-05176,DEL,27,93,278.17,75.74,3.99,579.5,16,26
415,205.28,true,78.57,5296,117.17,player-05177,DEF,27,92,259.13,74.67,3.47,581.58,16,24
338,196.56,true,89.6,4324,116.36,player-05178,MC,27,79,284.36,84.72,3.32,597.28,15,22
